species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons, transfers_to
Node_Firms8_Firms4_0, 1.562, 0.017, 0.674, 0.768, 0.985, 0, 1.562, 1.374, 0.182
Node_Gemm2_Gemm4_0, 1.017, 0.015, 0.069, 0.625, 0.999, 0, 1.017, 0.154, 0.892
Node_Gemm3_Gemm6_0, 0.018, 0, 0.053, 0.052, 0.018, 0, 0.018, 0.004, 0.045
Node_Gemm5_Gemm8_0, 0.161, 0.001, 0.046, 0.069, 0.16, 0, 0.161, 0.088, 0.08
Node_Gemm5_Gemm9_0, 0.023, 0, 0.161, 0.056, 0.023, 0, 0.023, 0.016, 0.023
Node_Gemm9_Gemm2_0, 0.179, 0.004, 0.043, 0.176, 0.174, 0, 0.179, 0.012, 0.195
Node_Gemm9_Gemm3_0, 0.026, 0, 0.068, 0.071, 0.026, 0, 0.026, 0.015, 0.04
Node_Gemm9_Gemm7_0, 0.054, 0, 0.165, 0.127, 0.053, 0, 0.054, 0.039, 0.04
Node_Gold1_FCPU1_0, 1.022, 0.004, 0.757, 0.415, 0.753, 0, 1.022, 0.87, 0.154
Node_Gold1_Fire1_0, 1.621, 0.006, 1.332, 0.777, 0.841, 0, 1.621, 1.506, 0.114
Node_Gold1_Gold2_0, 1.723, 0.011, 0.474, 0.617, 0.999, 0, 1.723, 0.573, 1.164
Node_Hydr2_Abys1_0, 1.594, 0.01, 0.245, 0.34, 0.994, 0, 1.594, 1.507, 0.085
Node_Hydr2_Hydr1_0, 1.049, 0.001, 1.037, 0.249, 1, 0, 1.049, 0.595, 0.491
Node_Hydr2_Plan43_0, 2.341, 0.073, 1.06, 1.474, 0.992, 0, 2.341, 1.936, 0.305
Node_Hydr2_Sume1_0, 1.744, 0.034, 0.709, 1.073, 0.992, 0, 1.744, 1.622, 0.078
Node_KSB1X2_KSB1X4_0, 0.013, 0, 0.05, 0.044, 0.013, 0, 0.013, 0.005, 0.033
Node_KSB1X3_KSB1X1_0, 0.183, 0.001, 0.024, 0.059, 0.179, 0, 0.183, 0.049, 0.144
Node_Late1_Late3_0, 2.961, 0.93, 0.105, 0.526, 1, 0, 2.961, 0.226, 1.555
Node_Late2_Late1_0, 0.581, 0.032, 0.474, 0.333, 0.463, 0, 0.581, 0.246, 0.298
Node_Lind1_Lind2_0, 1.293, 0.006, 0.883, 0.584, 1, 0, 1.293, 0.994, 0.309
Node_Lind1_Lind4_0, 1.861, 0.019, 0.48, 1.09, 0.988, 0, 1.861, 1.815, 0.03
Node_Marg1_Marg2_0, 0.309, 0.001, 0.72, 0.449, 0.282, 0, 0.309, 0.26, 0.05
Node_Marg1_Marg6_0, 0.292, 0, 0.246, 0.259, 0.269, 0, 0.292, 0.085, 0.229
Node_Marg2_Marg7_0, 0.477, 0.003, 0.242, 0.201, 0.399, 0, 0.477, 0.088, 0.407
Node_Mari3_Mari2_0, 0.008, 0.001, 0.056, 0.024, 0.008, 0, 0.008, 0.003, 0.015
Node_Mari3_Mari6_0, 0.048, 0, 0.052, 0.051, 0.046, 0, 0.048, 0.025, 0.03
Node_Mari6_Mari1_0, 0.393, 0.002, 0.042, 0.13, 0.354, 0, 0.393, 0.094, 0.326
