species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons, transfers_to
Node_ProtA20_ProtA11_0, 0.5, 0, 0.159, 0.102, 0.475, 0, 0.5, 0.445, 0.061
Node_ProtA20_ProtA5_0, 0.015, 0, 0.497, 0.051, 0.015, 0, 0.015, 0.011, 0.012
Node_ProtA26_ProtA37_0, 0.006, 0, 0.018, 0.012, 0.006, 0, 0.006, 0.003, 0.006
Node_ProtA26_ProtA45_0, 0.018, 0, 0.071, 0.05, 0.018, 0, 0.018, 0.016, 0.007
Node_ProtA27_ProtA21_0, 0.006, 0, 0.025, 0.012, 0.006, 0, 0.006, 0.004, 0.006
Node_ProtA30_ProtA35_0, 0.003, 0, 0.014, 0.014, 0.003, 0, 0.003, 0.001, 0.01
Node_ProtA34_Acid38_0, 0.996, 0.008, 0.037, 0.199, 0.965, 0, 0.996, 0.974, 0.012
Node_ProtA34_Chry1_0, 1.013, 0.007, 0.065, 0.211, 0.972, 0, 1.013, 0.993, 0.008
Node_ProtA34_DesuB4_0, 1.121, 0.013, 0.071, 0.718, 0.969, 0, 1.121, 1.081, 0.023
Node_ProtA34_DesuC2_0, 1.115, 0.006, 0.047, 0.377, 0.959, 0, 1.115, 1.072, 0.035
Node_ProtA34_J088X1_0, 1.204, 0.003, 0.013, 0.359, 0.96, 0, 1.204, 1.101, 0.099
Node_ProtA34_Nitr14_0, 1.107, 0.097, 0.022, 0.332, 0.984, 0, 1.107, 0.886, 0.036
Node_ProtA34_ProtA13_0, 1.223, 0.009, 0.028, 0.141, 0.995, 0, 1.223, 1.096, 0.116
Node_ProtA34_ProtA16_0, 1.126, 0.089, 0.101, 0.451, 0.998, 0, 1.126, 0.68, 0.277
Node_ProtA34_ProtA18_0, 0.459, 0.006, 0.013, 0.175, 0.448, 0, 0.459, 0.164, 0.292
Node_ProtA34_ProtA26_0, 0.082, 0, 0.017, 0.054, 0.081, 0, 0.082, 0.036, 0.048
Node_ProtA34_ProtA38_0, 0.861, 0.004, 0.016, 0.197, 0.823, 0, 0.861, 0.445, 0.414
