species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons, transfers_to
Node_Pate24_Pate13_0, 0.043, 0.001, 0.028, 0.034, 0.043, 0, 0.043, 0.013, 0.042
Node_Pate24_Pate14_0, 0.028, 0.001, 0.022, 0.029, 0.026, 0, 0.028, 0.01, 0.032
Node_Pate24_Pate39_0, 0.015, 0, 0.039, 0.037, 0.014, 0, 0.015, 0.002, 0.034
Node_Pate24_Pate54_0, 0.02, 0.001, 0.045, 0.032, 0.02, 0, 0.02, 0.009, 0.021
Node_Pate25_Pate17_0, 0.014, 0.001, 0.015, 0.021, 0.013, 0, 0.014, 0.003, 0.017
Node_Pate25_Pate28_0, 0.014, 0, 0.02, 0.018, 0.014, 0, 0.014, 0.004, 0.02
Node_Pate25_Pate32_0, 0.011, 0, 0.013, 0.019, 0.011, 0, 0.011, 0.004, 0.009
Node_Pate26_Pate12_0, 0.015, 0, 0.023, 0.022, 0.015, 0, 0.015, 0.003, 0.022
Node_Pate40_Pate24_0, 0.017, 0, 0.016, 0.024, 0.017, 0, 0.017, 0.006, 0.021
Node_Pate40_Pate55_0, 0.009, 0, 0.029, 0.025, 0.009, 0, 0.009, 0.004, 0.021
Node_Pate40_Pate7_0, 0.012, 0, 0.007, 0.009, 0.012, 0, 0.012, 0.007, 0.009
Node_Pate43_Pate22_0, 0.013, 0, 0.021, 0.014, 0.013, 0, 0.013, 0.008, 0.009
Node_Pate43_Pate3_0, 0.015, 0, 0.024, 0.024, 0.015, 0, 0.015, 0.005, 0.026
Node_Pate43_Pate44_0, 0.021, 0.001, 0.019, 0.02, 0.021, 0, 0.021, 0.005, 0.024
Node_Pate43_Pate45_0, 0.025, 0, 0.021, 0.019, 0.025, 0, 0.025, 0.015, 0.015
Node_Pate43_Pate57_0, 0.013, 0, 0.033, 0.028, 0.013, 0, 0.013, 0.004, 0.025
Node_Pate44_Pate10_0, 0.014, 0, 0.026, 0.03, 0.014, 0, 0.014, 0.003, 0.03
Node_Pate44_Pate52_0, 0.01, 0, 0.027, 0.033, 0.01, 0, 0.01, 0.004, 0.016
Node_Pate45_Pate11_0, 0.009, 0, 0.025, 0.032, 0.009, 0, 0.009, 0.004, 0.013
Node_Pate45_Pate21_0, 0.021, 0.001, 0.016, 0.015, 0.017, 0, 0.021, 0.009, 0.011
Node_Pate46_Pate25_0, 0.015, 0, 0.031, 0.021, 0.015, 0, 0.015, 0.011, 0.005
Node_Pate48_Chlo30_0, 0.362, 0.005, 0.258, 0.194, 0.312, 0, 0.362, 0.337, 0.022
Node_Pate48_Pate1_0, 0.01, 0, 0.016, 0.026, 0.01, 0, 0.01, 0.003, 0.018
Node_Pate48_Pate23_0, 0.085, 0, 0.285, 0.118, 0.083, 0, 0.085, 0.08, 0.008
Node_Pate48_Pate30_0, 0.008, 0, 0.013, 0.012, 0.008, 0, 0.008, 0.002, 0.011
Node_Pate48_Pate40_0, 0.01, 0, 0.027, 0.012, 0.01, 0, 0.01, 0.006, 0.006
Node_Pate48_Pate43_0, 0.031, 0, 0.026, 0.02, 0.031, 0, 0.031, 0.021, 0.016
Node_Pate48_Pate46_0, 0.041, 0, 0.052, 0.051, 0.04, 0, 0.041, 0.037, 0.008
Node_Pate48_Pate49_0, 0.012, 0, 0.015, 0.022, 0.012, 0, 0.012, 0.005, 0.017
Node_Pate48_Pate51_0, 0.007, 0, 0.021, 0.026, 0.007, 0, 0.007, 0.004, 0.016
Node_Pate48_Pate56_0, 0.008, 0, 0.017, 0.019, 0.008, 0, 0.008, 0.004, 0.017
Node_Pate49_Pate41_0, 0.012, 0, 0.018, 0.023, 0.012, 0, 0.012, 0.004, 0.018
Node_Pate51_Pate27_0, 0.02, 0, 0.049, 0.053, 0.02, 0, 0.02, 0.006, 0.042
Node_Pate51_Pate33_0, 0.009, 0.001, 0.018, 0.026, 0.009, 0, 0.009, 0.002, 0.019
Node_Pate51_Pate53_0, 0.027, 0, 0.028, 0.041, 0.027, 0, 0.027, 0.006, 0.046
Node_Pate54_Pate31_0, 0.012, 0, 0.031, 0.026, 0.012, 0, 0.012, 0.006, 0.023
Node_Pate9_Pate36_0, 0.014, 0, 0.031, 0.029, 0.014, 0, 0.014, 0.004, 0.025
Node_Plan17_Plan23_0, 0.01, 0, 0.049, 0.056, 0.01, 0, 0.01, 0.004, 0.039
Node_Plan22_Plan2_0, 0.464, 0.001, 1.023, 0.197, 0.406, 0, 0.464, 0.133, 0.376
Node_Plan22_Plan4_0, 1.11, 0.003, 0.111, 0.18, 0.846, 0, 1.11, 0.809, 0.318
Node_Plan26_Plan21_0, 1.745, 0.021, 0.1, 0.38, 0.998, 0, 1.745, 1.002, 0.73
Node_Plan26_Plan5_0, 1.919, 0, 0.026, 0.137, 1, 0, 1.919, 1.727, 0.2
Node_Plan30_Plan14_0, 0.508, 0.028, 0.098, 0.177, 0.422, 0, 0.508, 0.135, 0.367
Node_Plan31_Plan17_0, 0.02, 0.001, 0.063, 0.046, 0.02, 0, 0.02, 0.009, 0.023
Node_Plan31_Plan18_0, 0.308, 0.001, 0.545, 0.27, 0.276, 0, 0.308, 0.19, 0.126
Node_Plan31_Plan27_0, 0.059, 0, 0.361, 0.154, 0.056, 0, 0.059, 0.048, 0.023
Node_Plan31_Plan39_0, 0.397, 0.008, 0.127, 0.253, 0.351, 0, 0.397, 0.187, 0.208
Node_Plan32_Plan12_0, 0.018, 0, 0.076, 0.068, 0.018, 0, 0.018, 0.008, 0.043
Node_Plan32_Plan22_0, 0.9, 0.001, 0.321, 0.173, 0.763, 0, 0.9, 0.779, 0.126
Node_Plan32_Plan26_0, 1.094, 0.017, 0.162, 0.44, 0.814, 0, 1.094, 0.543, 0.538
Node_Plan32_Plan30_0, 0.211, 0.005, 0.828, 0.168, 0.197, 0, 0.211, 0.085, 0.134
Node_Plan32_Plan3_0, 0.051, 0, 0.219, 0.096, 0.049, 0, 0.051, 0.028, 0.059
Node_Plan33_Plan44_0, 0.252, 0.003, 0.318, 0.121, 0.245, 0, 0.252, 0.109, 0.155
Node_Plan42_Plan40_0, 1.705, 0.001, 0.28, 0.098, 1, 0, 1.705, 1.662, 0.067
Node_Plan43_Plan16_0, 1.081, 0.005, 0.18, 0.08, 0.999, 0, 1.081, 0.242, 0.844
Node_Plan43_Plan31_0, 0.726, 0.013, 0.138, 0.406, 0.562, 0, 0.726, 0.641, 0.07
Node_Plan43_Plan32_0, 0.701, 0.012, 0.144, 0.347, 0.555, 0, 0.701, 0.585, 0.107
Node_Plan43_Plan33_0, 0.412, 0, 0.499, 0.203, 0.359, 0, 0.412, 0.207, 0.21
Node_Plan43_Plan42_0, 1.917, 0.651, 0.053, 0.208, 0.999, 0, 1.917, 0.406, 0.238
Node_Plan43_Plan7_0, 0.781, 0.01, 1.475, 0.688, 0.595, 0, 0.781, 0.744, 0.033
Node_Plan43_Verr11_0, 2.213, 0.05, 0.38, 0.517, 0.993, 0, 2.213, 2.096, 0.028
Node_Pori1_Pori2_0, 1.121, 0.012, 0.9, 0.839, 1, 0, 1.121, 0.346, 0.774
Node_ProtA11_ProtA32_0, 1.442, 0.001, 0.269, 0.184, 0.988, 0, 1.442, 1.148, 0.324
Node_ProtA12_ProtA44_0, 0.017, 0, 0.039, 0.04, 0.017, 0, 0.017, 0.005, 0.027
Node_ProtA12_ProtA54_0, 0.007, 0, 0.036, 0.042, 0.007, 0, 0.007, 0.004, 0.026
Node_ProtA13_ProtA24_0, 1.102, 0.002, 0.077, 0.158, 0.95, 0, 1.102, 0.86, 0.259
Node_ProtA13_ProtA61_0, 1.111, 0.002, 0.158, 0.203, 0.905, 0, 1.111, 0.972, 0.165
Node_ProtA13_ProtA77_0, 1.31, 0.008, 0.578, 0.191, 0.86, 0, 1.31, 1.19, 0.124
Node_ProtA13_ProtA7_0, 0.918, 0.002, 0.465, 0.214, 0.799, 0, 0.918, 0.864, 0.071
Node_ProtA15_ProtA42_0, 1.049, 0.003, 0.498, 0.321, 0.982, 0, 1.049, 1.031, 0.038
Node_ProtA15_ProtA70_0, 1.506, 0.006, 0.264, 0.361, 0.99, 0, 1.506, 1.447, 0.071
Node_ProtA16_ProtA33_0, 0.049, 0, 0.469, 0.128, 0.049, 0, 0.049, 0.042, 0.018
Node_ProtA16_ProtA66_0, 0.015, 0, 0.056, 0.044, 0.015, 0, 0.015, 0.009, 0.022
Node_ProtA16_ProtA69_0, 1.613, 0.011, 0.415, 0.281, 0.884, 0, 1.613, 1.508, 0.109
Node_ProtA16_ProtA8_0, 0.5, 0.002, 1.233, 0.357, 0.425, 0, 0.5, 0.404, 0.118
Node_ProtA18_ProtA10_0, 0.968, 0, 0.107, 0.081, 0.938, 0, 0.968, 0.946, 0.047
Node_ProtA18_ProtA19_0, 2.138, 0.088, 0.177, 0.587, 1, 0, 2.138, 1.891, 0.09
Node_ProtA18_ProtA29_0, 1.028, 0, 0.93, 0.211, 0.929, 0, 1.028, 1.011, 0.03
Node_ProtA18_ProtA53_0, 1.928, 0.007, 0.304, 0.246, 1, 0, 1.928, 1.845, 0.087
Node_ProtA19_ProtA14_0, 0.158, 0.003, 0.208, 0.135, 0.146, 0, 0.158, 0.101, 0.066
Node_ProtA19_ProtA20_0, 1.346, 0.035, 0.91, 0.117, 0.998, 0, 1.346, 1.205, 0.083
Node_ProtA19_ProtA3_0, 0.305, 0.002, 0.066, 0.079, 0.274, 0, 0.305, 0.105, 0.211
Node_ProtA19_ProtA46_0, 0.054, 0, 0.323, 0.106, 0.053, 0, 0.054, 0.035, 0.05
Node_ProtA19_ProtA49_0, 0.023, 0.001, 0.07, 0.053, 0.023, 0, 0.023, 0.01, 0.038
Node_ProtA19_ProtA56_0, 1.188, 0.003, 0.266, 0.117, 1, 0, 1.188, 1.094, 0.105
Node_ProtA19_ProtA68_0, 0.134, 0.002, 0.293, 0.095, 0.123, 0, 0.134, 0.036, 0.12
Node_ProtA19_ProtA74_0, 0.327, 0.002, 0.09, 0.12, 0.311, 0, 0.327, 0.07, 0.281
Node_ProtA19_ProtA75_0, 0.297, 0.007, 1.057, 0.195, 0.284, 0, 0.297, 0.148, 0.159
Node_ProtA20_ProtA11_0, 1.386, 0.023, 0.126, 0.097, 0.99, 0, 1.386, 1.226, 0.143
Node_ProtA20_ProtA5_0, 0.476, 0.083, 1.164, 0.129, 0.361, 0, 0.476, 0.187, 0.171
Node_ProtA26_ProtA37_0, 0.127, 0, 0.103, 0.117, 0.124, 0, 0.127, 0.048, 0.089
Node_ProtA26_ProtA45_0, 0.141, 0, 0.889, 0.261, 0.135, 0, 0.141, 0.122, 0.029
Node_ProtA27_ProtA21_0, 0.027, 0, 0.157, 0.096, 0.027, 0, 0.027, 0.025, 0.014
Node_ProtA30_ProtA35_0, 0.021, 0.001, 0.069, 0.048, 0.021, 0, 0.021, 0.008, 0.033
Node_ProtA34_Acid38_0, 4.065, 0.279, 0.362, 0.933, 1, 0, 4.065, 3.465, 0.109
Node_ProtA34_Chry1_0, 4.039, 0.191, 0.902, 1.193, 1, 0, 4.039, 3.661, 0.032
