species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons, transfers_to
Node_Plan32_Plan22_0, 0.231, 0, 0.005, 0.016, 0.221, 0, 0.231, 0.044, 0.189
Node_Plan32_Plan26_0, 0.047, 0, 0.01, 0.009, 0.047, 0, 0.047, 0.009, 0.04
Node_Plan32_Plan30_0, 1.073, 0.003, 0.018, 0.024, 0.997, 0, 1.073, 0.214, 0.857
Node_Plan32_Plan3_0, 1.02, 0.004, 0.064, 0.051, 1, 0, 1.02, 1.007, 0.007
Node_Plan33_Plan44_0, 0.001, 0, 0.026, 0.014, 0.001, 0, 0.001, 0, 0.005
Node_Plan42_Plan40_0, 0.029, 0, 0.271, 0.058, 0.029, 0, 0.029, 0.028, 0.004
Node_Plan43_Plan16_0, 0.073, 0, 0.002, 0.016, 0.073, 0, 0.073, 0.022, 0.053
Node_Plan43_Plan31_0, 0.007, 0, 0.003, 0.005, 0.007, 0, 0.007, 0.002, 0.006
Node_Plan43_Plan32_0, 0.017, 0, 0.002, 0, 0.017, 0, 0.017, 0.005, 0.012
Node_Plan43_Plan33_0, 0.022, 0, 0.011, 0.008, 0.022, 0, 0.022, 0.009, 0.016
Node_Plan43_Plan42_0, 0.296, 0.001, 0.003, 0.079, 0.293, 0, 0.296, 0.071, 0.225
Node_Plan43_Plan7_0, 0.004, 0, 0.005, 0.004, 0.004, 0, 0.004, 0.004, 0.001
Node_Plan43_Verr11_0, 0.008, 0, 0.007, 0.005, 0.008, 0, 0.008, 0.006, 0.003
Node_Pori1_Pori2_0, 1.009, 0.017, 0.035, 0.39, 0.998, 0, 1.009, 0.014, 1.003
Node_ProtA11_ProtA32_0, 0.002, 0, 0.005, 0.005, 0.002, 0, 0.002, 0, 0.005
Node_ProtA12_ProtA44_0, 0.002, 0, 0.005, 0.001, 0.002, 0, 0.002, 0, 0.003
Node_ProtA12_ProtA54_0, 0.001, 0, 0.004, 0.003, 0.001, 0, 0.001, 0, 0.003
Node_ProtA13_ProtA24_0, 0.004, 0, 0.004, 0.004, 0.004, 0, 0.004, 0.003, 0.005
Node_ProtA13_ProtA61_0, 0.001, 0, 0.011, 0.017, 0.001, 0, 0.001, 0, 0.008
Node_ProtA13_ProtA77_0, 0.006, 0, 0.006, 0.006, 0.006, 0, 0.006, 0.002, 0.006
Node_ProtA13_ProtA7_0, 0.003, 0, 0.008, 0.01, 0.003, 0, 0.003, 0.001, 0.005
Node_ProtA15_ProtA42_0, 0, 0, 0.005, 0.004, 0, 0, 0, 0, 0.003
Node_ProtA15_ProtA70_0, 0.002, 0, 0.004, 0.005, 0.002, 0, 0.002, 0.001, 0.003
Node_ProtA16_ProtA33_0, 0.002, 0, 0.003, 0.002, 0.002, 0, 0.002, 0, 0.003
Node_ProtA16_ProtA66_0, 0, 0, 0.002, 0, 0, 0, 0, 0, 0
Node_ProtA16_ProtA69_0, 0.002, 0, 0.012, 0.007, 0.002, 0, 0.002, 0, 0.006
Node_ProtA16_ProtA8_0, 0.002, 0, 0.005, 0.006, 0.002, 0, 0.002, 0.001, 0.005
Node_ProtA18_ProtA10_0, 0.002, 0, 0.004, 0.005, 0.002, 0, 0.002, 0, 0.004
Node_ProtA18_ProtA19_0, 0.002, 0, 0.002, 0.001, 0.002, 0, 0.002, 0.001, 0.002
Node_ProtA18_ProtA29_0, 0.002, 0, 0.002, 0, 0.002, 0, 0.002, 0, 0.002
Node_ProtA18_ProtA53_0, 0.002, 0, 0.005, 0.005, 0.002, 0, 0.002, 0, 0.005
Node_ProtA19_ProtA14_0, 0.005, 0, 0.001, 0.003, 0.005, 0, 0.005, 0, 0.005
